user_category,content
外观结构类,机身变形，后盖裂，内屏裂，
使用时间类,指纹无法使用，电池不耐电  
前显示屏类,来电时显示不亮
后置拍照类,打不开后摄像头
前屏裂类,屏幕破裂
开关机类,不开机
音频类,外放无声
开关机类,不能开机
前屏裂类, 屏幕裂
前屏裂类,漏液
充电类,充电接触不良
充电类,不能充电
电池盖裂类,换后盖，贴膜
前显示屏类,换屏
通话类,反馈通话是对方听不到
前显示屏类,黑屏，非原装屏幕
前置拍照类,屏裂 电池盖裂
电池&安全类,屏碎 后盖碎 电池变形
前屏裂类,屏裂
使用时间类,耗电快
用户描述无故障（纯服务类）,会员贴膜
按键类,开关键缺失，想要订按键，检测一下
前屏裂类,屏裂
前屏裂类,屏裂
外观结构类,用户反馈手机后置拍照模糊有黑点，另反馈手机显示黄点
用户描述无故障（纯服务类）,用户忘记密码
充电类,充不进电
电池盖裂类,内屏裂。后盖裂
前屏裂类,内屏裂
前显示屏类,闪屏，黑屏 
充电类,手机显示不充电，请联系售后
开关机类,不充电  不开机
开关机类,不开机 重启
前屏裂类,屏碎 
外观结构类,后盖弯曲
上网类,检测
前屏裂类,其他
充电类,其他
充电类,不充电
前屏裂类,屏裂
前显示屏类,屏幕裂
用户描述无故障（纯服务类）,忘记屏幕密码
前显示屏类,用户反馈 屏幕不显示
发热类,充电、使用发烫，耗电快
用户描述无故障（纯服务类）,刷机
前屏裂类,16:04资料不保
用户描述无故障（纯服务类）,贴膜，配保护套
前屏裂类,卡vivo界面，资料不保
开关机类,自动重启 表示要刷机 资料不保 有不开机的风险
用户描述无故障（纯服务类）,导资料
用户描述无故障（纯服务类）,换后盖（订货），贴膜
前屏裂类,换屏
SIM卡类,其他 
通话类,送话无声 返回键不灵
前屏裂类,换屏
前显示屏类,黑屏
外观结构类,磨损 外壳裂
前屏裂类,显示屏破裂8.16
开关机类,不开机
前屏裂类,内屏裂
前屏裂类, 屏幕破裂 
用户描述无故障（纯服务类）,密码忘记 刷机 452501197104264715
前屏裂类,屏裂，无卡托
音频类,换扬声器
电池盖裂类,屏破，后盖破裂
前屏裂类,屏幕破裂 
用户描述无故障（纯服务类）,领取手机壳
电池盖裂类,电池盖裂
用户描述无故障（纯服务类）,贴膜
重启类,经常自动重启
开关机类,用户反馈 进液不开机
充电类,用户反馈 充电慢 充电接触不良 导航弱 贴膜
前置伸缩类,摄像头坏
开关机类,不开机
第三方程序异常类,看视频的时候会加载不出来
反应慢/不流畅类,卡曼
通话类,送话声音小
充电类,显示充电但不进电
反应慢/不流畅类,手机太卡
开关机类,进液不开机
前屏裂类,用户要求刷机
后置拍照类,后盖破裂，后摄有水迹
用户描述无故障（纯服务类）,贴膜
开关机类,不开机
前屏裂类,内屏裂
前屏裂类,屏裂
前触摸屏类,屏闪
开关机类,不开机，发烫
发热类,电池不耐用
外观结构类,摄像头镜片碎
前屏裂类,屏幕破裂，后盖破裂不处理
前屏裂类,显示屏破裂
前屏裂类,显示屏裂触屏裂
充电类,无卡   不充电
前触摸屏类,触屏失灵
前屏裂类,问题待测
前显示屏类,不读卡
用户描述无故障（纯服务类）,贴膜
开关机类,不开机
前屏裂类,屏裂
前触摸屏类,通话声音小 屏幕有点不灵
前显示屏类,黑屏
前显示屏类,花屏
前屏裂类,不开机  
用户描述无故障（纯服务类）,摄像头镜片有水雾
前屏裂类,机器屏裂
通话类,机器有时听筒声音小
前显示屏类,黑屏
外观结构类,屏破，电池盖盖破，中框弯曲变形断裂
前屏裂类,屏破
开关机类,用户反馈机器vivo不开机
电池盖裂类,屏裂，电池盖裂
前屏裂类,内屏破
前屏裂类,用户描述故障屏幕裂，电池盖裂，中框变形，检测主板是否坏，用户带两台机器过来
前屏裂类,用户描述故障屏幕裂，换屏，电池盖破裂不用处理
用户描述无故障（纯服务类）,保护膜刮花
开关机类,开机停留在vivo界面
充电类,充不了电
前屏裂类,屏裂
用户描述无故障（纯服务类）,忘记锁屏密码
发热类,微信语音声音杂 发烫
前屏裂类,前屏裂，后屏内屏裂
用户描述无故障（纯服务类）,忘记密码
前屏裂类,内外屏裂，
音频类,后摄像拍照模糊，少镜片，喇叭声音小
用户描述无故障（纯服务类）,贴膜划伤  ，更换贴膜，保护套
开关机类,自动关机
前屏裂类,屏裂
前屏裂类,用户描述故障屏幕裂，换屏，充电口松
前屏裂类,用户描述故障屏幕裂，换屏，用户购买官方碎屏保
用户描述无故障（纯服务类）,无故障，贴膜
开关机类,用户描述手机不能开机
前显示屏类,显示花屏
充电类,屏幕漏液，充电口松动
用户描述无故障（纯服务类）,贴膜，送手机壳
用户描述无故障（纯服务类）,贴膜，送手机壳
网络信号类,无信号
前屏裂类,屏裂
前屏裂类,屏裂，电池后盖破裂
外观结构类,14:06资料不保
用户描述无故障（纯服务类）,贴膜（屏裂不处理）帮老婆送修
用户描述无故障（纯服务类）,刷机
充电类,不能充电，已告知用户拆机有后盖碎的更严重的风险
后屏裂类,副屏裂，官方碎屏险
通话类,听筒无声
用户描述无故障（纯服务类）,刷机
前显示屏类,屏幕非原装
前屏裂类,屏碎
前屏裂类,显示屏裂
前屏裂类,黑屏
开关机类,进水，不能进入系统
前显示屏类,黑屏 
充电类,16:28资料不保 
用户描述无故障（纯服务类）,贴膜
前屏裂类,右上角内屏裂
前屏裂类,内屏裂
前屏裂类,黑屏不开机
开关机类,定在vivo，
音频类,外观音杂
网络信号类,没有网络信号
前屏裂类,屏裂无显示630换
按键类,开关键无功能，音量键下陷
用户描述无故障（纯服务类）,贴膜，用户表示要清洗
前屏裂类,机器屏裂
前屏裂类,屏破
前屏裂类,边框磕伤掉漆，有购买碎屏险，要求更换屏幕
电池盖裂类,机身变形，后盖裂，内屏裂，
前屏裂类,触摸屏裂，
前屏裂类,屏幕破裂
前屏裂类,屏幕破裂，后盖破裂 8.17
充电类,不能充电
前屏裂类,屏幕破裂 
用户描述无故障（纯服务类）,免费贴膜和手机套
用户描述无故障（纯服务类）,会员贴膜和送手机套
网络信号类,不读卡无显示
充电类,充不进电
开关机类,自动关机
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏破
前屏裂类,屏幕裂
前屏裂类,用户描述故障屏幕裂，电池盖裂，机身变形，检测主板是否坏
其他类,微信、QQ看不了视频
充电类,其他
后置拍照类,后置拍照模糊
开关机类,卡vivo界面，资料不保
前屏裂类,换屏
前屏裂类,屏裂 换屏
电池&安全类,顺丰取件异常原因:经客户同意，更改收派时间;屏幕破裂 
前屏裂类,换屏
前显示屏类,顺丰取件异常原因:客户重复下单;顺丰取件异常原因:经客户同意，更改收派时间;屏幕破裂 
音频类,其他
前屏裂类,其他
开关机类,不开机
前屏裂类,不显示
前显示屏类,黑屏（盒子：862902049960911）
前显示屏类,黑屏
充电类,充电4-5小时充满
前屏裂类,屏裂
充电类,不充电
前屏裂类,屏裂
前屏裂类,屏裂
使用时间类,耗电快
前显示屏类,显示屏闪屏
开关机类,卡vivo界面
前屏裂类,碎屏
电池盖裂类,碎屏
充电类,掉水了，无法充电
前屏裂类,屏幕破裂
上网类,用户描述手机上网速度慢
前屏裂类,内屏破裂
充电类,无闪充电
前显示屏类,打电话对方听不见
前屏裂类,机器显示裂
前屏裂类,屏幕裂
前屏裂类,内外屏裂
电池盖裂类,屏幕+电池盖裂
用户描述无故障（纯服务类）,用户忘记vivo密码
开关机类,不能开机
使用时间类,耗电快
使用时间类,机器耗电快
前屏裂类,前屏破裂
用户描述无故障（纯服务类）,要求注册会员贴膜
音频类,用户反馈机器听筒外放声音小
前触摸屏类,进水
电池盖裂类,屏裂
前触摸屏类,用户要求换屏
通话类,打电话对方听不见
前屏裂类,不显示
开关机类,卡vivo
前屏裂类,屏裂无显示
前屏裂类,屏裂不显示，电池盖裂
电池盖裂类,充电有时充不进电，有充电显示，有时需敲打后盖才能充电；后盖裂
蓝牙类,系统升级后蓝牙听歌会有一秒的间断性
开关机类,不开机
前屏裂类,机器屏裂
前屏裂类,屏破，机身弯曲变形
前屏裂类,屏破，机身弯曲变形
前屏裂类,用户反馈机器屏幕裂
用户描述无故障（纯服务类）,贴膜
充电类,不充电
开关机类,不开机
前屏裂类,屏裂
充电类,不充电
用户描述无故障（纯服务类）,后盖破裂，后摄有水迹
前屏裂类,内屏裂
用户描述无故障（纯服务类）,免费贴膜
重启类,不开机
用户描述无故障（纯服务类）, 刷机
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,送手机套
网络信号类,装卡无信号
用户描述无故障（纯服务类）,贴膜送壳
电池盖裂类,电池盖破裂，不充电
通话类,资料不保
开关机类,其他 
前屏裂类,换屏
用户描述无故障（纯服务类）,贴前膜
前屏裂类,换屏，
开关机类,无法开机
用户描述无故障（纯服务类）,日历没有星期显示，
前屏裂类,换屏
充电类,不充电
用户描述无故障（纯服务类）,其他
通话类,反馈打电话对方听到有回音，打开免提或者带着耳机就正常
SIM卡类,取卡
前屏裂类,裂屏裂屏
前屏裂类, 屏裂
充电类,其他
用户描述无故障（纯服务类）,其他
前屏裂类,屏幕破裂 
SIM卡类,不读卡
前屏裂类,屏裂
前显示屏类,显示黑屏
前屏裂类,换屏 刷机
通话类,反馈听筒声音小，外放声音小
前屏裂类,换屏
前屏裂类,屏裂 电池盖裂
前屏裂类,屏碎黑屏
通话类,通话中，对方听自己的声音听不清
前屏裂类,屏碎
前显示屏类,黑屏
电池盖裂类,电池盖破损 
充电类,进液   无卡
前屏裂类,换屏
充电类,充电器不充电
前屏裂类,机器屏裂
前屏裂类,机器屏裂
用户描述无故障（纯服务类）,保护膜刮花
外观结构类,屏裂，电池盖裂，机身变形
充电类,不充电
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,忘记密码解锁（用户提供身份证复印件）
用户描述无故障（纯服务类）,用户要求刷机
前触摸屏类,用户描述手机屏幕触屏无功能，要求检测（用户同时送修两部手机）
发热类,发烫 电池盖磕损
前屏裂类,屏裂，电池后盖破裂
网络信号类,没信号无信号
前显示屏类,不开机
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,其他
前屏裂类,其他
通话类,其他
前屏裂类,其他
用户描述无故障（纯服务类）,解锁，资料没事
前屏裂类,显示屏裂
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂
重度社交应用类,机器微信语音视频聊天声音断断续续
用户描述无故障（纯服务类）,机器账户密码忘记
电池盖裂类,机器后盖裂
用户描述无故障（纯服务类）,会员贴膜
前屏裂类,屏裂
使用时间类,耗电快
后屏裂类,前屏裂，后屏内屏裂
电池盖裂类,屏裂，后盖裂
前屏裂类,拷贝资料
音频类,显示闪屏，微信加好友的时候很慢，手机在不使用的情况下会发出噪音
前屏裂类,用户反馈机器屏幕裂
反应慢/不流畅类,卡顿
用户描述无故障（纯服务类）,贴膜 手机壳
前置拍照类,前摄拍照不清
开关机类,自动关机，触摸屏不灵敏
前屏裂类,屏幕破裂
前屏裂类,爆屏无显示
前屏裂类,其他
开关机类,反馈不开机，经常死机
使用时间类,用户反馈 耗电快
充电类,用户反馈 不充电
前屏裂类,屏幕裂
重启类,自动重启
充电类,不充电
用户描述无故障（纯服务类）,反馈一个不知名文件打不开
通话类,反馈对方听不清
使用时间类,耗电快，建议用户留机检测2-3天时间，用户表示下次有空再来
开关机类,不存电  屏碎  
开关机类,开机定屏
用户描述无故障（纯服务类）,刷机
电池盖裂类,屏幕破裂，后盖破裂（2张sim卡) 8.15
开关机类,不开机
用户描述无故障（纯服务类）,贴膜，领手机壳
充电类,充电时间长
前屏裂类,屏裂
电池盖裂类,屏裂
通话类,后盖破裂，听筒无声
使用时间类,耗电快，付费换电池
用户描述无故障（纯服务类）,无故障，贴保护膜，更换手机壳
前屏裂类,显示屏破裂
前屏裂类,0
充电类,不充电不开机
使用时间类,耗电快
外观结构类,预订更换镜片
通话类,无送话
前屏裂类,用户描述手机经常电量还有百分之十会自动关机，充电后可以正常显示
前屏裂类,屏裂，电池盖裂，机身变形
开关机类,不开机
用户描述无故障（纯服务类）,赠送保护套
网络信号类,信号不满格的情况下移动网络用不了，打不出打不进
通话类,受话器无声
前屏裂类,内屏裂
前屏裂类,屏幕破裂
用户描述无故障（纯服务类）,用户要求刷机
开关机类,死机
前屏裂类,内屏裂
外观结构类,屏幕与屏幕中框分离
用户描述无故障（纯服务类）,贴膜
电池盖裂类,电池盖破裂
发热类,充电发热
用户描述无故障（纯服务类）,赠送保护套
前屏裂类,屏幕破裂
前屏裂类,爆屏
